0.00237989,0.0176711,0.0473509,0.00128794,0.00513101,0.0621951,0.0271871,0.329135,4.4264
0.000560999,0.00482416,0.053556,0.000501156,0.00584984,0.0610919,0.025249,0.309652,4.60912
0.000446081,0.00420785,0.047338,0.000497103,0.00503898,0.0606229,0.022398,0.33528,4.41968
0.000444174,0.00462198,0.0485332,0.000501156,0.00557995,0.0624931,0.0248709,0.476347,4.33645
0.000452042,0.00418186,0.048533,0.000499964,0.00556087,0.061677,0.0230889,0.315019,4.31014
0.000470161,0.00417709,0.0475991,0.000519991,0.00476599,0.0632861,0.0237901,0.338142,4.26263
0.000468969,0.00447607,0.0475888,0.00049901,0.00481701,0.063354,0.0248189,0.318384,4.36005
0.000468969,0.00514102,0.0486081,0.000626087,0.00520301,0.062578,0.0247059,0.31647,4.41948
0.000437021,0.00466013,0.047682,0.000498056,0.00507617,0.0620301,0.0255189,0.319908,4.46766
0.000447989,0.00404501,0.049237,0.000494003,0.00474787,0.151434,0.0223739,0.344079,4.65144
