15.375,20.25,70.875,15.375,21.5,80.046875,16.375,26.703125,130.90625
15.390625,20.25,70.390625,15.375,21.515625,80.046875,15.375,26.6875,129.9375
15.390625,20.265625,70.828125,15.375,21.5,80.046875,16.390625,26.6875,130.828125
15.375,20.25,70.34375,15.390625,21.5,80.0625,16.390625,26.6875,130.96875
15.390625,20.28125,70.875,15.390625,21.5,78.984375,16.375,26.703125,130.90625
15.390625,20.265625,69.953125,15.390625,21.5,80.09375,16.375,26.703125,131.0625
15.390625,20.25,70.28125,15.390625,21.515625,80.0625,16.390625,26.703125,130.8125
15.390625,20.265625,70.875,15.390625,21.515625,79.0625,16.375,26.6875,130.90625
15.390625,20.25,70.875,15.375,21.5,80.03125,15.375,26.703125,130.875
15.375,20.296875,69.96875,15.390625,21.515625,80.09375,15.375,26.703125,130.796875
