0.0295591,1.42962,124.945,0.000729084,0.00695014,0.084594,0.0444889,0.360282,4.70105
0.0157242,1.31504,124.323,0.000692844,0.00630689,0.088994,0.0263791,0.365136,4.74924
0.0161109,1.29388,122.231,0.000674009,0.0076251,0.0790699,0.025583,0.360373,4.69265
0.0157251,1.31761,123.476,0.000681877,0.00683689,0.080337,0.0267081,0.372395,4.54705
0.016849,1.30984,121.7,0.000708103,0.00752401,0.0836351,0.026273,0.34392,4.5283
0.01614,1.29615,122.614,0.000681162,0.00775409,0.0859089,0.024195,0.358386,4.48248
0.0159171,1.29429,121.817,0.000657082,0.00754619,0.080039,0.0252681,0.350747,4.50126
0.0157459,1.29526,121.355,0.000700951,0.00763702,0.082401,0.029381,0.33774,4.65732
0.0164511,1.32385,122.141,0.000696898,0.007056,0.0812159,0.0291378,0.364296,4.59172
0.063288,1.29552,124.095,0.000686884,0.00682521,0.0868051,0.0253508,0.371166,4.60227
